root,collection,style,name,rel,thumb,hash
CommonContent,Camera Frames,,Neon Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Neon Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Neon Camera Frame.png,d79fdc904a7334cb1564999ccf85fe6e
CommonContent,Camera Frames,,Ominous Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Ominous Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Ominous Camera Frame.png,08b72e85ad331ab0e1b203ca422816b7
CommonContent,Camera Frames,,Pylon Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Pylon Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Pylon Camera Frame.png,6a48b8c922fd00a7fca95e2e214482f3
CommonContent,Camera Frames,,Relay Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Relay Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Relay Camera Frame.png,a327a3310f3bb3b1ac6c7a866c584300
CommonContent,Camera Frames,,Retro Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Retro Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Retro Camera Frame.png,d2012fb679247bcf1008ad7e73391f60
CommonContent,Camera Frames,,Rhythm Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Rhythm Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Rhythm Camera Frame.png,e2c5324f2b18aaf281ca92b62f720847
CommonContent,Camera Frames,,Ribbon Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Ribbon Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Ribbon Camera Frame.png,c4845a01fef5d41fe645fdf303ead7f7
CommonContent,Camera Frames,,Sci-Fi Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Sci-Fi Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Sci-Fi Camera Frame.png,07ae87acf68c53e0106334aeb9a4b2ec
CommonContent,Camera Frames,,Shrine Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Shrine Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Shrine Camera Frame.png,da35931a6eadd1b866dc894bf3d1f392
CommonContent,Camera Frames,,Splat Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Splat Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Splat Camera Frame.png,bae2d032ac609c3cfb95904d77982c4c
CommonContent,Camera Frames,,Spooky Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Spooky Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Spooky Camera Frame.png,250aca95dcef0a6877b774caf168be47
CommonContent,Camera Frames,,Summon Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Summon Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Summon Camera Frame.png,01533a3bbb72130c643e1f9fc635e37a
CommonContent,Camera Frames,,Tribal Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Tribal Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Tribal Camera Frame.png,59540f984cf161251cdcb9ee594ed847
CommonContent,Camera Frames,,Visor Camera Frame,Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Visor Camera Frame.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Camera Frames/Visor Camera Frame.png,bfda69ad57fa41fe17ef529e81eaf05f
CommonContent,Capsule,,Capsule Bar Graph,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bar Graph.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bar Graph.png,c542bb780ea9cb69bad4ac52ceebd740
CommonContent,Capsule,,Capsule Bug 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bug 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bug 1.png,ccdd4f7cc65096583cef71a5f3b830bd
CommonContent,Capsule,,Capsule Bug 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bug 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bug 2.png,a87e0bb923efe16a59785ca04c47b7e5
CommonContent,Capsule,,Capsule Bug 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bug 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Bug 3.png,3e49f46426f7c2b2ad5f430991b2607d
CommonContent,Capsule,,Capsule Comparison 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Comparison 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Comparison 1.png,7a59dadf85566ec6b673ad945b0b6e16
CommonContent,Capsule,,Capsule Comparison 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Comparison 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Comparison 2.png,c73fd7bbb925e89c71f7940a0d174905
CommonContent,Capsule,,Capsule Comparison 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Comparison 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Comparison 3.png,3b7700459205652d36578168eecd64c7
CommonContent,Capsule,,Capsule Double Bar Graph,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Double Bar Graph.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Double Bar Graph.png,a7e1374e6c203c375990caf5bbd1e765
CommonContent,Capsule,,Capsule Heat Map,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Heat Map.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Heat Map.png,afbf58b67f7417f34e57de8217187542
CommonContent,Capsule,,Capsule Large Pictire in Picture,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Large Pictire in Picture.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Large Pictire in Picture.png,566afeaf83e386cfa4d1b6a641ce66f3
CommonContent,Capsule,,Capsule List 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule List 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule List 1.png,6b9cba692249d689e1e6f3ff5e59fef1
CommonContent,Capsule,,Capsule List 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule List 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule List 2.png,480a5fcc5e38efe765b16faeee66e4e2
CommonContent,Capsule,,Capsule List 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule List 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule List 3.png,63a9f765109554b1b59d69ce7734a69d
CommonContent,Capsule,,Capsule Lower Third 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Lower Third 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Lower Third 1.png,8f74521b7bfe3dff0817968ef5607351
CommonContent,Capsule,,Capsule Lower Third 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Lower Third 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Lower Third 2.png,3f51ddd87a3c46fc829825514deff742
CommonContent,Capsule,,Capsule Lower Third 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Lower Third 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Lower Third 3.png,603366b8c705f0059d066d70b8d3450e
CommonContent,Capsule,,Capsule Main Title 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Main Title 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Main Title 1.png,240b2cb6ed76fbb5c5f761c8768d2397
CommonContent,Capsule,,Capsule Main Title 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Main Title 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Main Title 2.png,5e91cd568c180fc7ad029c49601124e0
CommonContent,Capsule,,Capsule Main Title 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Main Title 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Main Title 3.png,439032145f7281b4d75bb2b68f37935f
CommonContent,Capsule,,Capsule Multi Host 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Multi Host 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Multi Host 1.png,d0f3ca8e6c8dcb938ea091a6870069bc
CommonContent,Capsule,,Capsule Multi Host 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Multi Host 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Multi Host 2.png,3572b00ab215ac750b81fead4fe11b43
CommonContent,Capsule,,Capsule Multi Host 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Multi Host 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Multi Host 3.png,2ec70e1fd36d1795ed6695fb86811d4d
CommonContent,Capsule,,Capsule Poll,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Poll.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Poll.png,3ec19f4ccbc030f9baa6a1018111624a
CommonContent,Capsule,,Capsule Slideshow,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Slideshow.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Slideshow.png,d94ea8b586dcaf66a93e6f6f1257e0fa
CommonContent,Capsule,,Capsule Small Picture in Picture,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Small Picture in Picture.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Small Picture in Picture.png,bd9876faaa2dc556e0f195b93aaf9a00
CommonContent,Capsule,,Capsule Transition 1,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Transition 1.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Transition 1.png,1122dd9bc875cce766d8e3d09f19aff5
CommonContent,Capsule,,Capsule Transition 2,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Transition 2.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Transition 2.png,345166965a3c484e40fdee52cabdb2c4
CommonContent,Capsule,,Capsule Transition 3,Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Transition 3.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Capsule/Capsule Transition 3.png,93826f3e35f3502ba09a8df015f0a4cc
CommonContent,Ceramic,,Ceramic Bar Graph,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Bar Graph.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Bar Graph.png,bdbea822c1a5f25ad614f7af965ab7f7
CommonContent,Ceramic,,Ceramic Double Bar Graph,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Double Bar Graph.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Double Bar Graph.png,4aae70c4e9f82098b60ecadf3f5f4b9a
CommonContent,Ceramic,,Ceramic Dynamic Background,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Dynamic Background.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Dynamic Background.png,6b95aae199474d71713b2ddf0153d0b0
CommonContent,Ceramic,,Ceramic Long Bug,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Long Bug.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Long Bug.png,3154677cd9fe45e3d36f94cb353b6d72
CommonContent,Ceramic,,Ceramic Lower Third,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Lower Third.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Lower Third.png,889377c6416bff60e2e08d609ba172d8
CommonContent,Ceramic,,Ceramic Message Lower Third,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Message Lower Third.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Message Lower Third.png,ed497ddfe631301e982e634ac639faf4
CommonContent,Ceramic,,Ceramic Picture in Picture,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Picture in Picture.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Picture in Picture.png,3a2ddfd5d11f853a24760e2e5bdb779e
CommonContent,Ceramic,,Ceramic Slideshow,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Slideshow.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Slideshow.png,b2c511f34601b29a95990719f457cf63
CommonContent,Ceramic,,Ceramic Social Media,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Social Media.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Social Media.png,94a2a2522a82595242874eca0591eafc
CommonContent,Ceramic,,Ceramic Table,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Table.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Table.png,ff245f6f470dcc26ddbee6c8b94802aa
CommonContent,Ceramic,,Ceramic Text Transition,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Text Transition.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Text Transition.png,66d85a02b5f689c2e05f42ea8ed7189e
CommonContent,Ceramic,,Ceramic Transparent Bug,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Transparent Bug.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Transparent Bug.png,6ddad7dc3099cc995313285315b59144
CommonContent,Ceramic,,Ceramic Webcamera Four,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera Four.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera Four.png,f22dc14eec7bebc89d2f27cb82bea568
CommonContent,Ceramic,,Ceramic Webcamera One,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera One.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera One.png,b985e587b4ead2cd6a429af04676d2e2
CommonContent,Ceramic,,Ceramic Webcamera Three,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera Three.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera Three.png,e926eb751f7daca5273bf9ceb0ae0ea7
CommonContent,Ceramic,,Ceramic Webcamera Two,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera Two.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Ceramic Webcamera Two.png,941a370dda5bf9614b4216576bc4de91
CommonContent,Ceramic,,Cermaic Main Title,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Cermaic Main Title.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Cermaic Main Title.png,33eb3c299bf88c58de1a1f0d0dc97de1
CommonContent,Ceramic,Conferencing,Ceramic Background,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Background.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Background.png,8d111eb502be821557f42690a1861696
CommonContent,Ceramic,Conferencing,Ceramic Chat,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Chat.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Chat.png,bfe4c6bfbe114de2badcd51f443a32e1
CommonContent,Ceramic,Conferencing,Ceramic Contact Info,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Contact Info.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Contact Info.png,9704b973d092fcf0b85a6179954f8d66
CommonContent,Ceramic,Conferencing,Ceramic Large PiP One,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Large PiP One.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Large PiP One.png,23b6e6b1288556110008351786236e1f
CommonContent,Ceramic,Conferencing,Ceramic Large PiP Two,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Large PiP Two.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Large PiP Two.png,507dc7a5c4d3aa98f5da237372976af3
CommonContent,Ceramic,Conferencing,Ceramic List,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic List.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic List.png,1b184ab3dabf558d297cbfe7b2457526
CommonContent,Ceramic,Conferencing,Ceramic Poll,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Poll.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Poll.png,8febd2f3e53f86ede5dd9a6752c5620c
CommonContent,Ceramic,Conferencing,Ceramic Q&A,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Q&A.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Q&A.png,e659954d81f5f1f4f2b68860484d460a
CommonContent,Ceramic,Conferencing,Ceramic Small PiP Bottom Right,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Small PiP Bottom Right.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Small PiP Bottom Right.png,d182d6f793841b1c5d6f7a1d10f6036d
CommonContent,Ceramic,Conferencing,Ceramic Small PiP Four,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Small PiP Four.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Small PiP Four.png,01531b02d6c2f79c712060123d17c007
CommonContent,Ceramic,Conferencing,Ceramic Small PiP Top Right,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Small PiP Top Right.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Small PiP Top Right.png,2ec5ce767635bdfcd32e095d1199c4d9
CommonContent,Ceramic,Conferencing,Ceramic Transition,Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Transition.nbtitle,thumbs/Titler3/CommonContent/common/Library/Project Templates/Ceramic/Conferencing/Ceramic Transition.png,512113ed446a70f2523973f6a88f2ecf
